weight4,setup4,speed4,weight3,setup3,speed3,weight2,setup2,speed2,weight1,setup1,speed1,wind_dir,wind_speed
62,X,46,80,SO2,42,42,62,46,77,SO2,39,129,15.5
96,S3,39,97,S3,39,109,SO2 S3,42,81,SN2,38,165,11.9
72,S1,41,99,S3,45,69,S1,45,74,S1,47,199,10.7
X,X,X,99,S3,35,85,SN2,35,77,SO2,35,139,6.3
88,SN2,37,108,SO2 S3,42,108,SO2 S3,43,94,S3,35,138,7.7
112,SN2 S3,29,90,S3,37,107,SO2 S3,37,X,X,X,153,10.9
98,S3,33,93,S3,33,100,S1 S3,29,87,S3,29,141,10.5
85,SN2,30,118,SN2 S3,37,94,S3,30,92,S3,30,141,9.8
86,SO2,39,107,S1 S3,42,88,SO2,39,X,X,X,87,8.3
78,SO2,37,97,S3,37,94,SN2,37,115,SO2 S3,43,131,9.1
91,SN2,36,72,S1,36,70,S1,35,95,SN2,35,162,11.5
54,64,46,61,X,46,112,SO2 S3,44,74,S1,44,161,20.6
80,SO2,48,66,S1,48,74,SO2,40,74,SO2,40,128,18.5
83,SO2,40,80,SO2,40,88,SN2,40,96,S3,40,155,12.3
52,X,42,87,SN2,39,68,S1,42,X,X,X,155,10.8
67,S1,40,68,S1,40,116,SN2 S3,40,63,S1,40,142,11.2
91,SN2,39,78,S1,40,72,S1,40,58,X,45,136,8.9
93,SN2,43,96,S3,43,81,SO2,43,62,S1,43,167,10.7
30,50,41,56,X,45,71,S1,45,86,SO2,41,139,7.9
79,SO2,45,73,S1,45,76,SO2,40,73,S1,40,129,13.1
43,53,44,80,SO2,44,83,SO2,42,84,SO2,42,131,15.8
75,SO2,41,80,SO2,42,58,S1,42,110,SO2 S3,43,148,12.7
81,SO2,42,59,S1,40,60,S1,40,83,SO2,40,148,11.2
79,SO2,42,54,S1,42,82,SO2,45,55,S1,42,141,14.8
69,S1,46,91,SN2,43,78,SO2,46,106,S1 S3,46,146,14.6
102,SO2 S3,44,74,SO2,42,85,SN2,42,49,X,44,160,14.4
62,SO2,40,52,S1,40,97,S1 S3,38,59,S1,39,150,14.6
70,SO2,39,80,SN2,39,75,SO2,42,X,X,X,143,14.7
65,S1,48,66,S1,40,93,S3,45,58,S1,48,154,15.7
69,SO2,40,66,SO2,40,62,S1,41,105,S1 SN2 S3,42,148,12.2
104,SO2 SN2 S3,43,91,S1 S3,33,67,SO2,37,81,SN2,38,153,11.8
53,X,48,67,SO2,43,70,SO2,45,65,SO2,45,139,9.5
60,SO2,34,68,SO2,36,90,S1 S3,36,53,S1,36,143,11.8
82,SN2,37,62,S1,39,70,SO2,37,X,X,X,112,10.3
96,S3,32,80,SN2,32,92,SN2,32,83,SN2,31,128,7.8
60,S1,35,78,SO2,35,114,SO2 S3,34,104,S1 S3,34,131,12.3
75,S1,44,60,X,43,53,X,42,69,S1,41,161,9.6
77,S1,44,76,S1,44,60,X,48,69,S1,44,133,14.7
70,SO2,35,56,S1,35,56,S1,35,89,SN2,35,138,16.4
103,SO2 S3,34,61,S1,32,67,SO2,31,82,SN2,34,136,20.9
50,X,36,91,SN2,34,81,SO2,36,79,SO2,36,149,15.9
33,53,40,66,S1,44,80,SO2,40,56,X,44,145,15.5
58,X,42,79,SO2,38,104,S1 S3,38,94,S3,38,150,17.4
101,S1 S3,43,90,SN2,42,96,S3,41,X,X,X,139,18.2
97,S3,41,96,S3,40,73,SO2,39,X,X,X,131,17.3
65,S1,41,69,SO2,39,82,SN2,39,79,SN2,38,135,17.4
111,SO2 S3,40,66,S1,40,88,SN2,37,X,X,X,137,14.9
60,S1,43,89,SN2,43,79,SO2,43,106,SN2 S3,42,168,15.5
X,X,X,91,S1 S3,43,62,SO2,40,97,SO2 S3,43,144,17.7
X,X,X,X,X,X,TW50,SLIDER,34,TW50,SLIDER,36,152,20.2
TW50,SLIDER,39,TW50,SLIDER,34,X,X,X,X,X,X,148,15.9
58,S1,43,70,SN2,36,53,S1,38,63,SO2,32,134,19.3
73,SN2,36,62,SO2,44,65,SO2,44,68,SN2,39,113,12.3
80,S3,38,83,S3,45,78,S3,44,88,S3 S1,43,151,12.5
65,SO2,44,105,S3 SN2,44,106,S3 SN2,42,X,X,X,136,15.4
70,SN2,37,48,S1,36,52,S1,38,76,S3,34,149,18.6
X,X,X,81,S3,44,105,S3 SN2,48,X,X,X,158,16.5
82,S1,62,97,S3 SO2,44,65,SO2,45,72,SN2,43,145,17.9
X,X,X,X,X,X,44,S1,33,94,S3 S1,36,141,10.2
TW50,SLIDER,30,X,X,X,105,S3 SN2 SO2,45,57,SO2,41,149,11.1
X,X,X,98,S3 SN2,46,73,SN2,41,74,SN2,41,165,16.2
88,S3 S1,48,76,S3,45,90,S3 S1,51,65,SN2,41,153,19.5
87, S3 SO2,38,83,S3 SO2,33,95,S3 SN2,44,81,S3 S1,43,171,16.3
107,S3 SN2 SN2,47,71,S3,40,85,S3 SO2,42,72,S3,41,185,17.8
X,X,X,83,S3 SN2,31,57,SO2,34,81,S3 SN2,34,201,15
62,SO2,46,86,S3 SN2,45,91,S3 SN2 S02,48,60,SO2,42,145,12.5
90,S3 SN2 SN2,41,38,S1,35,90,S3 SN2 SN2,40,X,X,X,149,18.9
77,S3 SN2,41,113,S3 SN2 SN2 ,44,73,S3 SN2,39,68,SN2,33,176,17
77,S3 SN2 SO2,35,82,S3 SN2 SN2,35,57,SO2,41,87,S3 SN2 SN2,37,174,19.7
91,S3 SN2 SN2,41,70,S3 SN2 ,36,88,S3 SN2 SN2,41,98,S3 SN2 SN2,46,134,18.1
85,S3 SN2 SN2,47,84,S3 SN2 SN2,42,72,S3 SN2,41,84,S3 SN2 SN2,40,150,19.9
81,S3 SN2 SN2,39,103,S3 SN2 SN2,53,92,S3 SN2 SN2,44,62,SN2,41,147,20.7
X,X,X,72,S3 SN2 SN2,33,67,S3 SO2,33,62,S3 SO2,33,132,18.7
87,S3 SN2 SN2,43,75,S3 SN2 SN2,38,69,S3 SO2,38,77,S3 SN2 SN2,38,157,20
100,S3 SN2 SN2,47,68,S3 SO2,35,59,SN2,35,58,SN2,35,154,15.5
69,S3 SO2,35,90,S3 SN2 SN2,40,85,S3 SN2 SN2,35,63,S3 SO2,32,142,17.5
60,S3,31,87,S3 SN2 SN2,35,64,S3 SO2,30,70,S3 SN2,30,150,19.8
78,S3 SN2 SN2,32,74,S3 SN2 SN2,32,78,S3 SN2 SN2,31,57,SN2,32,145,17.1
96,S3 SN2 SN2,37,78,S3 SN2 SN2,39,66,S3 SO2,30,X,X,X,145,17
79,S3 SN2 SN2,31,66,S3 SO2,20,62,S3 SO2,20,64,S3 SO2,20,149,17.1
91,S3 SN2 SN2,35,85,S3 SN2 SN2,34,78,S3 SN2 SO2,33,72,S3 SN2 S1,31,149,13.6
X,X,X,82,S3 SN2 SN2,34,77,S3 SN2 SO2,34,65,S3 S1,32,139,11.6
71,S3 SN2,33,77,S3 SN2 SO2,38,80,S3 SN2 SN2,33,X,X,X,147,17.4
79,S3 SN2 SO2,33,84,S3 SN2 SN2,33,81,S3 SN2 SN2,33,X,X,X,114,14.4
79,S3 SN2 S1,35,67,S3,31,59,SN2,23,98,S3 SN2 SN2,36,145,14.7
91,S3 SN2 SN2,34,83,S3 SN2 SO2,33,91,S3 SN2 SN2,33,X,X,X,115,6.5
65,SN2,23,63,SN2,23,82,S3 SN2 SO2,31,63,SN2,23,115,13.2
74,SN2,28,79,S3 SN2,20,66,SO2,31,X,X,X,136,12.6
92,S3,35,96,S3,32,61,X,44,85,SN2,30,134,16
99,S3,37,90,S3,35,93,S3,36,99,S3,37,132,9.2
86,SO2,39,74,SO2,34,81,SO2,36,51,X,36,153,15.6
62,S1,43,64,S1,45,87,SO2,46,84,SO2,49,149,11.5
80,SO2,39,81,SO2,40,63,S1,41,82,SO2,45,134,8.4
55,X,48,87,SN2,32,81,SO2,38,93,SN2,34,112,13.8
80,SO2,43,62,S1,42,87,SN2,33,68,SO2,33,129,10.9
90,SN2,34,92,SN2,36,77,SO2,35,90,SN2,35,190,11.4
67,SO2,28,76,SO2,35,73,SO2,30,88,SN2,31,176,9.1
63,S1,35,69,S1,38,66,S1,36,84,SO2,34,117,11.5
72,S1,39,79,SO2,35,73,S1,39,79,SO2,31,136,8.3
66,S1,41,59,X,44,55,X,41,75,S1,41,113,12.6
73,S1,39,58,X,42,80,SO2,32,68,S1,37,134,7.5
88,SN2,34,92,SN2,37,73,S1,55,X,X,X,219,7.7
X,X,X,X,X,X,88,SN2,26,64,S1,36,127,11.9
77,SO2,29,69,S1,37,56,X,32,83,SO2,34,186,8.8
98,S3,34,66,S1,41,100,S3,39,89,SN2,32,143,16.9
84,SO2,38,68,S1,44,100,S3,35,58,X,48,141,14.5
85,SO2,50,76,SO2,48,74,SO2,43,89,SN2,43,160,11.8
59,S1,35,97,S3 S1,42,82,SN2,34,87,SN2,34,172,14.7
68,S1,47,48,X,36,97,S3 S1,44,59,S1,40,133,12.3
89,SN2,42,58,S1,37,100,S3 S1,37,73,SO2,36,155,12.1
81,SO2,36,64,S1,43,48,X,40,80,SO2,36,141,10.7
91,SN2,40,72,SO2,38,81,SO2,38,X,X,X,158,9.9
X,X,X,93,SN2,46,62,S1,43,68,SO2,38,147,10.9
75,SO2,38,86,SN2,38,98,S3,45,81,SN2,37,127,13.2
77,SO2,46,81,SN2,41,70,SO2,44,98,S3,44,170,12.9
76,SN2,45,73,SN2,41,57,S1,50,66,SO2,41,187,12.6
68,SO2,39,55,S1,39,37,47,41,70,SN2,34,157,9.7
80,S3,38,71,SN2,38,X,X,X,X,X,X,115,11.5
50,S1,43,71,SN2,41,X,X,X,74,SN2,43,167,11.2
94,S3 S1,40,74,SN2,45,X,X,X,85,S3,40,119,15.5
63,SO2,36,54,S1,34,X,X,X,78,S3,34,146,16.6
89,S3 S1,48,69,SN2,40,X,X,X,72,SN2,43,152,9.7
58,S1,39,100,S3 SN2,38,X,X,X,X,X,X,141,14.6
84,S3 S1,39,56,S1,41,X,X,X,91,S3 SO2,35,186,8.3
54,S1,37,84,S3,34,65,SO2,33,50,S1,34,123,6.8
58,S1,33,80,SN2,30,73,SO2,30,84,SN2,35,130,2.9
64,  S1,42,68,S1,43,83,SN2,32,X,X,X,120,10.7
92,S3,26,90,S3,29,63,S1,35,67,S1,36,159,12.1
74,SO2,36,92,SN2,40,95,SN2,42,76,SO2,44,127,6.5
97,S3,34,64,S1,39,58,S1,47,86,SN2,43,145,11.6
58,S1,41,93,S3,40,64,S1,46,88,SN2,44,187,12.8
77,SO2,32,51,S1,28,61,S1,37,79,SO2,35,143,15.2
74,SO2,45,91,S3,38,90,S3,41,94,S3,41,148,12.9
82,SN2,32,60,S1,42,83,SN2,32,66,S1,46,146,14.9
88,S3,40,63,S1,44,59,S1,40,64,S1,49,122,11.1
66,SO2,35,80,SN2,37,98,S3 S1,47,69,SO2,42,139,10.9
56,S1,50,57,S1,53,56,S1,50,80,SN2,50,146,16.8
63,SO2,36,80,S3,37,89,S3 S1,42,94,S3 SO2,42,162,12.5
X,X,X,70,SN2,35,55,SO2,39,57,SO2,39,165,14.1
71,SN2,41,80,S3,39,93,S3 SO2,37,X,X,X,160,14.7
87,S3 S1,35,95,S3 SO2,32,94,S3 SO2,38,82,S3,32,141,18.5
66,SN2,22,66,SN2,30,57,SO2,28,X,X,X,188,13.5
X,X,X,70,SN2,21,61,SO2,33,94,S3 SO2,33,143,10.3
47,X,37,54,S1,31,45,X,37,91,S3,37,142,10.2
86,S3,19,87,S3,27,80,SN2,27,77,SN2,25,183,11.8
72,SO2,28,61,S1,32,64,S1,36,65,S1,37,99,15.3
73,SO2,19,79,SN2,28,67,SO2,26,X,X,X,126,14.9
X,X,X,78,SO2,21,78,SO2,24,61,S1,26,132,15
72,S1,38,48,58,37,89,SO2,39,67,X,46,131,16.7
74,S1,45,68,X,43,55,X,50,78,S1,47,128,14.6
77,S1,41,40,60,38,88,SO2,33,63,X,45,139,9.9
X,X,X,78,S1,44,60,X,44,86,SO2,38,153,5.9
X,X,X,51,X,39,79,S1,46,90,SO2,46,128,6.1
X,X,X,100,SN2,45,94,SN2,40,X,X,X,86,7.8
X,X,X,TW50,SLIDER,21,X,X,X,X,X,X,136,31.7
X,X,X,X,X,X,TW50,X,49,X,X,X,131,24.5
X,X,X,X,X,X,X,X,X,TW50,SLIDER,,123,32
TW50,X,32,X,X,X,X,X,X,X,X,X,138,31.7
90,SO2,44,67,X,53,84,S1,45,64,X,45,129,29
104,S3 S1,37,73,S1,40,64,X,52,70,S1,35,140,28.1
75,S1,48,81,SO2,36,68,S1,42,117,S3 SN2,45,116,18.3
X,X,X,85,SO2,43,85,SO2,48,82,SO2,42,195,14.9
81,SO2,44,67,S1,47,77,SO2,44,78,SO2,43,162,17.6
42,52,50,77,SO2,50,34,54,52,X,X,X,150,13.7
106,S3 S1,54,94,S3,43,99,S3,49,X,X,X,245,11.7
X,X,X,X,X,X,82,SN2,41,110,S3 SN2,46,203,13.4
61,S1,34,90,S3,34,59,S1,41,105,S3 SN2,39,133,8.7
106,S3 SN2,44,61,S1,48,60,S1,48,107,S3 SN2,42,188,13.9
98,S3 S1,55,80,SN2,55,92,S3,49,66,SO2,47,152,17.9
76,S3,45,96,S3 SN2,51,109,S3 SN2 SN2,53,X,X,X,197,22.9
91,S3 SN2,44,66,SN2,40,104,S3 SN2 SN2,49,X,X,X,172,19.6
81,S3,30,84,S3,30,103,S3 SN2 SN2,37,100,S3 SN2 SN2,33,160,14.9
109,S3 SN2 SN2,36,55,S1,36,119,S3 SN2 SN2,39,92,S3 S1,36,212,20.7
68,SO2,45,80,SN2,40,68,SO2,42,84,SN2,42,188,19.5
67,SO2,41,80,SN2,41,67,SO2,37,102,S3 SN2 SN2,37,139,15
49,X,51,66,SO2,34,79,SN2,43,X,X,X,181,12.3
X,X,X,56,S1,44,51,X,51,85,SN2,47,188,16.5
90,S3,39,66,SO2,40,70,SO2,37,92,S3,36,177,19.5
69,SO2,32,62,SO2,38,52,S1,38,88,S3,32,198,22.7
89,S3,40,X,X,X,X,X,X,55,S1,42,149,19.4
79,SN2,38,92,S3,43,74,SN2,40,79,SN2,45,160,23
94,S3 S1,41,75,SN2,38,77,SN2,41,94,S3 S1,42,120,22.9
74,SN2,33,96,S3 S1,29,72,SN2,29,71,SN2,24,132,34.1
88,SN2,47,49,X,47,71,SO2,47,80,SN2,41,121,31.8
69,SO2,44,83,SN2,42,90,S3,38,81,SN2,38,133,28.2
87,SN2,45,70,SO2,42,74,SO2,42,X,X,X,124,20.1
93,S3,44,75,SO2,42,68,SO2,42,77,SO2,49,129,28.2
93,S3,31,96,S3,38,61,S1,43,72,SO2,38,141,22.8
109,S3 SN2,38,59,S1,40,97,S3,36,95,S3,38,124,30.5
98,S3,42,80,SN2,39,90,S3,35,X,X,X,131,25.9
58,S1,39,86,SN2,43,63,S1,58,X,X,X,145,23
X,X,X,105,S3 SN2,42,66,SO2,40,X,X,X,143,23.8
X,X,X,74,SN2,32,113,S3 SN2 SO2,42,77,SN2,32,139,21.2
72,SN2,36,65,SO2,36,76,SN2,38,53,S1,38,129,25
81,SN2,34,77,SN2,34,59,S1,44,88,S3,34,126,18.4
81,SN2,37,84,S3,33,79,SN2,40,87,S3,37,160,16.8
69,SO2,35,64,SO2,34,X,X,X,X,X,X,134,20.1
104,S3 SN2,30,55,S1,31,90,S3,36,109,S3 SN2,30,143,18.4
64,SO2,36,67,SO2,40,81,SN2,41,89,S3,43,131,19.4
72,SN2,28,60,SO2,25,89,S3,28,82,SN2,31,147,20.2
75,SO2,40,67,SO2,35,67, ,37,100,S3 SO2,45,139,26.1
91,S3,37,107,S3 SN2,31,74,SO2,41,X,X,X,159,18.1
74,SO2,42,111,S3 SN2 SO2,42,101,S3 SO2,38,69,SO2,26,143,23.6
86,S3,28,51,S1,28,88,S3,32,90,S3,38,163,17.6
73,SO2,33,56,S1,33,108,S3 SN2,33,70,SO2,19,130,18.7
73,SO2,31,91,SN2,31,79,SO2,34,71,SO2,30,144,16.2
87,SN2,36,97,S3,34,62,S1,38,90,SN2,36,144,15.6
87,SN2,37,83,SN2,34,66,S1,43,73,SO2,37,135,19.7
56,S1,43,92,S3,40,80,SN2,39,79,SN2,37,137,21.5
68,SO2,44,92,S3,34,56,S1,44,67,SO2,34,133,21.2
X,X,X,64,SO2,33,93,S3,40,76,SO2,33,158,16.5
64,S1,45,74,SO2,45,62,S1,45,68,SO2,45,144,19.6
76,SN2,40,83,SN2,42,94,S3,38,101,S1 S3,42,128,18.6
104,SO2 S3,38,88,S3,35,95,S3,35,X,X,X,146,19.8
92,S3,37,95,S3,38,94,S3,37,X,X,X,128,18.6
97,S1 S3,36,78,SN2,36,120,SN2 SN2 S3,39,97,S1 S3,37,131,15.2
95,S3,40,62,SO2,37,99,S1 S3,40,71,SO2,37,136,16.9
79,SN2,38,58,SO2,37,63,SO2,39,97,S1 S3,36,143,13.6
56,SO2,40,68,SO2,31,79,SN2,35,54,S1,31,149,11.1
79,SN2,33,61,SO2,33,78,SN2,33,69,SO2,33,149,12.2
117,SN2 SN2 S3,37,102,S1 S3,37,73,SO2,30,95,S3,30,229,13.5
77,SO2,32,66,S1,30,84,SN2,30,90,SN2,32,249,5.4
84,SO2,40,74,S1,42,65,X,42,76,S1,40,138,4.5
X,X,X,61,X,45,92,SN2,40,56,X,40,139,13.2
96,S3,37,72,SO2,37,102,S1 S3,37,119,SN2 SN2 S3,37,134,13.8
90,SN2,28,117,SN2 SN2 S3,34,67,SO2,28,70,SO2,28,141,8.3
84,SO2,,114,SO2 SN2 S3,,72,S1,,71,S1,,,
78,SO2,35,104,SN2 S3,38,49,X,40,81,SN2,35,,
88,SN2,39,40,X,38,66,SO2,41,88,SN2,40,,
91,S3,26,61,S1,36,70,S1,36,77,SO2,26,182,5.7
108,S3,37,95,SN2,36,79,SO2,35,80,SO2,34,143,11.6
80,SO2,37,80,SO2,37,79,SO2,37,74,S1,37,155,8.4
97,SN2,38,72,S1,35,85,SO2,38,55,X,35,154,12.7
55,X,37,72,S1,38,88,SO2,37,68,S1,35,124,10.9
83,SO2,26,79,SO2,26,51,X,26,50,X,26,129,10.3
86,S1,35,110,S3,37,78,X,44,95,SO2,37,186,8.1
86,S1,44,77,S1,40,109,S3,39,X,X,X,124,11.4
X,X,X,107,S3,39,94,SN2,36,91,SN2,36,137,13.6
53,X,39,72,S1,40,63,X,44,X,X,X,197,7.2
X,X,X,72,S1,43,95,SN2,34,90,SN2,34,131,12.1
78,S1,38,85,SO2,35,73,S1,35,83,SO2,34,153,15.3
76,S1,40,95,SN2,40,96,SN2,40,75,S1,40,150,14.1
54,X,30,81,SO2,30,90,SN2,30,64,S1,30,193,9.4
41,51,44,81,S1,44,56,X,40,78,S1,4,150,7.1
73,S1,36,101,SN2,40,62,S1,41,114,S1 S3,41,148,10.8
74,S1,34,65,S1,34,60,S1,34,X,X,X,122,5.9
70,S1,37,65,S1,40,X,X,X,71,S1,40,126,7.2
99,SN2,32,82,SO2,32,71,S1,38,80,SO2,38,119,7.5
78,SO2,38,87,SO2,38,56,X,38,88,SO2,38,237,3.2
94,SO2,38,59,X,37,40,60,37,109,S3,37,83,2.8
97,SO2,44,53,X,44,93,SO2,44,78,S1,44,88,0.9
74,S1,41,50,X,41,73,S1,41,63,S1,41,134,7.9
X,X,X,X,X,X,98,SN2,36,61,S1,36,134,7.8
81,SO2,36,85,SO2,35,67,S1,35,80,SO2,34,88,12.5
112,S3,43,69,S1,43,78,SO2,43,96,SN2,43,30,6.8
X,X,X,89,SO2,35,97,SN2,35,61,S1,35,91,5.2
91,SN2,39,57,S1,39,67,S1,39,X,X,X,156,8.1
79,SO2,36,72,S1,36,82,SO2,36,X,X,X,142,6.1
79,SO2,42,63,S1,40,77,SO2,40,65,S1,40,150,4.1
74,SO2,40,80,SO2,40,79,SO2,40,84,SO2,40,141,5.5
87,SN2,39,61,S1,38,89,SN2,38,68,S1,37,159,5.9
75,SO2,30,81,SN2,25,89,SN2,30,60,S1,38,86,3.9
60,S1,40,80,SO2,41,63,S1,41,75,SO2,37,148,4.1
79,SO2,36,83,SO2,36,82,SO2,39,72,SO2,31,129,7.8
75,SO2,33,78,SO2,34,101,S3 S1,38,74,SO2,28,152,6.6
70,SO2,27,79,SO2,27,57,S1,31,68,S1,33,117,4.6
61,S1,35,87,SN2,31,72,SO2,33,75,SO2,35,153,4.6
81,SO2,41,92,SN2,41,104,S3 S1,41,81,SO2,41,97,2.1
69,S1,39,69,S1,39,63,S1,39,71,S1,39,204,5.4
65,S1,38,98,SN2,38,85,SO2,38,X,X,X,151,6.8
106,S3,41,95,SN2,41,63,S1,41,117,SO2 S3,41,148,9.5
70,SO2,39,57,S1,39,64,S1,39,89,SN2,39,115,9.1
72,SO2,40,56,S1,40,72,SO2,40,102,S3,41,115,11.1
70,SO2,38,85,SN2,38,60,S1,38,83,SN2,38,156,7.6
78,SO2,43,88,SN2,43,76,SO2,43,63,S1,43,149,5.5
90,SN2,40,56,S1,38,92,SN2,38,96,SN2,40,194,6.4
66,S1,37,74,SO2,35,60,S1,38,75,SO2,38,144,5.4
85,SN2,35,103,S3,45,76,SO2,35,74,SO2,39,141,6.5
57,S1,41,69,S1,40,50,X,40,89,SN2,41,117,6.4
66,S1,40,66,S1,40,76,SO2,38,58,S1,40,136,10.1
90,SN2,36,62,S1,35,88,SN2,36,X,X,X,135,9.1
X,X,X,88,SN2,35,92,SN2,35,53,X,36,115,8.4
92,SO2,43,73,S1,43,68,S1,40,X,X,X,156,6.7
89,SO2,44,104,SN2,41,103,SN2,44,78,SO2,41,204,4.1
97,SN2,40,75,S1,38,67,S1,41,90,SO2,38,226,2.3
90,SO2,37,76,S1,39,95,SN2,36,83,SO2,35,160,3.1
103,SN2,32,41,51,38,73,S1,32,66,S1,38,226,4.1
88,SO2,33,86,SO2,33,59,S1,38,83,SO2,33,126,2.7
65,S1,37,73,S1,36,80,SO2,35,90,SO2,38,143,1.5
102,SN2,28,54,X,28,57,X,28,65,S1,28,62,2.9
77,S1,37,65,S1,37,84,SO2,36,91,SO2,36,163,4.4
72,S1,42,85,SO2,38,81,SO2,38,64,S1,38,150,5.3
100,SN2,37,75,S1,37,83,SO2,35,78,SO2,37,84,5.3
79,SO2,40,86,SO2,41,88,SO2,43,71,S1,41,91,5.3
55,S1,39,98,SN2,38,95,SN2,37,59,S1,37,72,3.9
96,SN2,38,70,SO2,38,74,SO2,36,80,SO2,32,124,4.8
TW50,40,37,TW50,40,40,TW50,20,35,TW50,40,39,310,5.1
X,X,X,48,78,34,65,75,40,58,78,42,313,1.5
X,X,X,X,X,X,73,X,40,96,SO2,29,27,2.1
59,69,34,77,X,38,88,S1,48,77,X,43,321,3
70,X,35,96,S1,47,85,S1,37,82,S1,40,329,2.3
84,S1,34,69,X,37,98,S1,40,120,SN2,30,352,3.5
84,S1,36,82,S1,38,57,67,34,76,X,40,354,3.4
62,72,39,87,S1,34,83,S1,28,X,X,X,343,3.8
103,SO2,39,71,X,37,83,S1,36,80,S1,32,314,4.5
57,67,36,98,S1,47,93,S1,41,X,X,X,25,4.1
93,S1,46,76,X,52,87,S1,39,81,S1,37,9,2.5
79,X,47,59,69,33,35,75,38,93,S1,43,333,1.6
62,X,28,90,S1,40,55,65,37,87,S1,38,259,0.6
X,X,X,85,S1,43,77,X,34,61,X,21,294,5.9
X,X,X,81,S1,36,65,75,36,68,78,46,39,3.8
91,S1,37,60,70,39,62,72,42,70,X,32,330,5.3
63,73,30,84,S1,37,96,S1,40,82,S1,37,329,3.9
72,X,33,51,71,31,64,74,36,X,X,X,314,3.3
89,S1,30,X,X,X,97,S1,39,64,74,34,337,7
91,S1,36,64,74,32,94,S1,35,111,SO2,31,304,6.4
76,X,44,60,70,29,96,S1,39,36,86,34,304,5.9
66,76,30,86,S1,40,65,75,30,X,X,X,312,6.8
88,S1,34,60,80,44,61,81,44,97,S1,39,333,4.5
67,77,38,65,75,38,78,X,45,82,S1,34,298,2.8
82,S1,35,82,S1,36,72,X,38,37,87,43,25,1.5
73,X,47,71,X,41,71,X,40,72,X,45,307,0
84,S1,39,63,73,37,99,S1,49,54,74,36,310,2.3
89,S1,37,65,75,39,111,SO2,36,75,X,40,317,2.1
62,72,34,67,77,37,100,S1,39,75,X,48,321,3.1
79,X,38,60,70,41,35,85,47,107,SO2,40,310,1.5
62,72,38,81,S1,36,88,S1,40,69,X,34,347,1.1
69,X,42,96,S1,40,74,X,38,X,X,X,297,3.5
X,X,X,104,SO2,36,95,S1,39,85,S1,36,318,2.6
65,75,38,88,S1,40,X,X,X,X,X,X,307,5.6
73,X,39,72,X,41,84,S1,37,85,S1,37,300,5.2
73,X,39,53,73,40,83,S1,36,92,SO2,28,311,5.7
106,SO2,28,98,S02,34,33,73,37,67,77,42,302,4.2
X,X,X,112,SN2,31,87,S1,36,115,SN2,33,326,4
78,X,42,98,S1,38,88,S1,38,X,X,X,316,5.7
91,S1,41,73,X,39,73,X,37,94,S1,37,302,4.4
95,S1,40,119,SN2,40,97,S1,44,106,SO2,38,336,4.8
X,X,X,88,S1,33,76,X,35,96,S1,31,17,6.5
58,78,34,58,78,35,80,X,50,78,X,40,334,6.6
93,S1,38,70,X,39,60,70,26,X,X,X,330,6.1
60,70,30,80,X,38,60,70,30,97,S1,34,320,5.4
72,X,37,86,S1,32,67,77,32,57,77,35,345,7.5
64,74,34,80,X,40,60,70,35,73,X,37,322,10
70,X,37,95,S1,45,76,X,37,99,S1,45,328,5.6
64,74,31,70,X,37,57,77,40,76,X,41,347,5.2
X,X,X,70,X,37,64,74,35,80,S1,31,8,5.8
90,S1,32,76,X,40,87,S1,34,X,X,X,11,3.9
73,X,38,99,S1,37,68,78,34,103,SO2,34,321,5.1
81,S1,35,93,S1,36,57,77,34,72,X,37,336,5.4
62,72,20,92,S1,26,91,S1,26,94,S1,38,312,5.3
93,S1,37,64,74,38,77,X,46,74,X,40,331,6.1
90,S1,35,93,S1,39,88,S1,31,73,X,37,322,6.3
61,71,29,85,S1,34,X,X,X,X,X,X,346,6.5
50,70,24,94,S1,36,52,72,34,64,74,38,335,6.4
X,X,X,94,S1,37,41,81,33,75,X,34,327,5.7
75,X,37,55,75,29,54,74,32,76,X,35,331,6.2
90,S1,34,52,72,28,67,77,31,72,X,33,25,5.4
77,X,41,69,79,40,92,S1,38,71,X,38,4,5.7
75,X,32,59,79,31,59,79,36,105,SO2,29,22,5.2
60,70,34,53,73,34,98,S1,39,X,X,X,15,5.3
61,71,34,110,SO2,34,82,S1,31,X,X,X,356,4
80,S1,30,76,X,35,70,X,39,80,S1,31,349,4.7
73,X,37,68,78,32,80,X,35,65,75,32,333,3.2
83,X,41,58,78,40,92,S1,34,78,X,39,1,4.6
66,76,35,94,S1,37,114,SO2,39,93,S1,40,353,4.6
77,X,35,57,77,38,51,71,37,61,71,35,323,5
94,S1,37,89,S1,41,65,75,29,41,81,40,319,5.2
65,75,36,67,77,35,77,X,34,74,X,34,300,4.9
60,70,32,82,S1,35,75,X,45,74,X,31,317,6.3
102,S1,43,78,X,36,54,84,38,74,X,32,330,6
52,82,41,73,83,41,68,78,18,69,79,36,328,5.9
68,78,35,67,77,38,75,X,40,75,X,43,345,5.8
69,X,38,60,70,35,59,69,35,73,X,37,17,3.6
91,S1,36,70,X,34,65,75,35,70,X,46,15,4.2
85,S1,44,69,X,41,65,75,41,71,X,40,358,3.8
100,S1,45,45,85,39,82,X,40,71,81,41,23,4.6
77,X,36,66,76,38,102,S1,42,80,X,39,14,4.6
113,SO2,35,79,X,45,87,X,44,73,83,46,22,4.4
X,X,X,73,X,41,80,X,46,79,X,42,326,3.7
76,X,48,120,SO2,38,74,X,37,X,X,X,324,3.4
