weight4,setup4,speed4,weight3,setup3,speed3,weight2,setup2,speed2,weight1,setup1,speed1,wind_dir,wind_speed,
81,S3,34,75,SN2,31,98,SO2 S3,37,105,SO2 S3,41,162,10,
69,SO2,44,77,SN2,37,78,SN2,44,X,X,X,207,15.8,
70,SN2,28,73,SN2,22,73,SN2,22,84,S3,25,171,11.9,
X,X,X,59,SO2,35,88,S3,42,83,S3,42,207,15.4,
X,X,X,65,SO2,39,113,SO2 SN2 S3,48,92,S1 S3,46,187,11.5,
114,SO2 SN2 S3,40,80,S3,20,90,S1 S3,36,81,S3,34,205,18.5,
64,SO2,35,102,SN2 S3,42,63,SO2,34,81,S3,42,213,19,
69,SO2,37,77,SN2,37,84,S3,37,101,SN2 S3,45,205,17.6,
73,SO2,34,51,S1,30,40,X,32,97,SN2 S3,34,197,14.9,
X,X,X,73,SN2,38,82,S3,38,82,S3,38,200,15.2,
76,SN2,43,74,SN2,37,68,SO2,37,82,S3,37,194,15,
106,SN2 S3,36,66,SO2,36,82,S3,34,59,SO2,31,162,18,
79,SN2,39,67,SO2,39,80,S3,31,66,SO2,38,200,16,
76,SN2,30,68,SO2,33,82,S3,30,X,X,X,211,14.8,
94,S3,36,72,SN2,30,89,S3,36,90,S3,36,181,14,
87,S3,35,97,S3,39,93,S3,35,86,S3,36,195,11,
92,S3,44,65,SO2,35,100,S3,44,X,X,X,203,11.6,
65,SO2,32,82,S3,32,68,SO2,32,59,S1,40,152,13.7,
71,SN2,25,54,S1,28,47,X,37,67,SO2,30,254,10.5,
89,S3,36,84,S3,38,88,S3,38,78,SN2,34,245,10.2,
63,SO2,32,63,SO2,32,64,SO2,30,86,S3,32,158,10,
49,X,35,88,S3,36,64,SO2,36,91,S3,43,103,9.9,
82,S3,25,71,SN2,25,93,S3,36,65,SO2,31,212,12.5,
X,X,X,70,SN2,32,63,SO2,32,59,S1,39,191,10.1,
73,SN2,34,73,SN2,32,57,S1,36,88,S3,38,203,12,
X,X,X,65,SO2,35,60,S1,39,55,S1,35,231,9.4,
110,SO2 S3,31,97,S3 A,28,95,S3,22,75,SN2,2,271,8,
X,X,X,85,SN2,30,84,SN2,24,93,S3,18,261,9.7,
93,SN2,36,85,SN2,32,55,X,38,65,S1,38,246,12.1,
94,SN2,34,66,S1,33,84,SN2,33,47,X,33,243,11.7,
101,SN2,35,81,SN2,28,66,S1,30,76,SO2,26,221,13.6,
82,SO2,28,89,SN2,28,82,SO2,30,46,X,24,257,9,
X,X,X,77,S1,32,44,54,26,89,SN2,26,193,7.3,
84,SO2,32,103,SN2 A,30,90,SN2,33,110,S1 S3,34,246,8,
57,X,36,47,57,32,55,X,30,112,S1 S3,37,250,12.2,
95,SN2,31,83,SO2,32,77,S1,40,67,S1,36,259,12.7,
91,SN2,35,79,S1,40,81,SO2,35,80,SO2,35,252,10.1,
35,65,39,69,S1,38,72,S1,45,84,SO2,35,229,10.2,
85,SO2,36,46,56,32,71,S1,38,X,X,X,233,8.8,
108,S3,41,73,SO2,39,74,SO2,37,X,X,X,223,7.1,
101,S3,39,101,S3,38,72,SO2,38,67,S1,39,216,10.1,
92,SN2,31,X,X,X,72,SO2,28,93,SN2,37,193,14.1,
99,SN2,46,88,SO2,46,79,SO2,39,X,X,X,264,13,
120,SO2 S3,48,71,S1,47,81,SO2,45,68,S1,45,228,11.2,
57,X,38,105,S1 S3,38,73,S1,49,81,SO2,36,198,13.9,
72,SO2,25,76,SO2,28,103,S1 S3,33,78,SO2,28,198,9.2,
90,SN2,32,73,SO2,32,90,SN2,32,71,SO2,28,231,12.8,
65,S1,44,79,SO2,42,79,SO2,32,53,X,42,218,13.9,
91,SN2,40,55,X,40,76,SO2,36,67,S1,44,245,10.8,
95,SN2,35,66,S1,40,59,S1,36,89,SN2,33,217,10.8,
100,S3,25,68,SO2,35,76,SO2,35,78,SO2,39,210,11.1,
99,SN2,33,63,S1,28,80,SO2,30,78,SO2,36,182,9.8,
87,SO2,33,110,S1 S3,33,50,X,35,64,S1,38,181,6.8,
78,SO2,32,93,SN2,32,66,S1,44,100,SN2,39,181,7.4,
69,S1,44,97,SN2,42,66,S1,44,85,SO2,43,135,10.6,
77,SO2,36,72,SO2,35,61,S1,37,74,SO2,35,203,12.5,
56,S1,38,71,SO2,39,57,S1,40,65,S1,37,150,11,
X,X,X,80,SO2,39,66,S1,44,59,S1,40,206,13,
X,X,X,83,SO2,42,83,SO2,43,97,SN2,37,179,6.4,
98,S3 ,36,88,SN2,40,91,SN2,40,X,X,X,193,9.6,
X,X,X,100,S3,46,65,SO2,38,69,SO2,36,221,9,
79,SN2,31,X,X,X,68,SO2,30,79,SN2,29,223,11.4,
87,SN2,36,90,S3,37,84,SN2,30,56,S1,35,229,15.9,
91,S3,30,55,S1,33,59,S1,34,77,SN2,36,256,13.1,
97,S1 S3,33,110,SO2 S3,37,94,S3,35,57,S1,36,226,10.5,
80,SN2,28,64,S1,39,64,S1,36,73,SO2,34,143,10.6,
51,X,40,67,S1,36,77,SN2,41,86,SN2,39,201,10.2,
67,SO2,29,74,SN2,30,76,SN2,26,60,S1,37,199,7.3,
82,SN2,36,94,S3,42,97,S3,40,X,X,X,207,11.4,
85,SN2,35,113,SN2 S3 ,35,111,SN2 S3,30,70,SN2,20,139,11.6,
84,SN2,36,69,SO2,40,80,SN2,39,65,SO2,37,213,9.8,
90,SN2,36,71,SO2,35,102,S1 S3,42,73,SN2,36,228,14.4,
95,S3,34,80,SN2,36,80,SN2,37,90,SN2,34,217,16.5,
71,SO2,33,68,S1,48,71,SO2,35,54,S1,40,147,7.8,
X,X,X,90,S3,34,93,S3,35,45,X,34,188,8.5,
56,S1,35,62,S1,30,98,S3,29,82,SN2,33,203,8.1,
62,S1,40,61,S1,45,89,SN2,36,65,S1,45,203,12,
82,SN2 A ,38,118,SO2 SN2 S3,46,98,S1 S3,40,X,X,X,238,11,
76,SN2,36,105,S1 S3 ,46,71,SO2,35,X,X,X,139,10.8,
83,SN2,38,51,S1,29,78,SN2,35,82,SN2,35,216,9.3,
79,SN2,35,83,SN2,34,82,SN2,36,88,SN2,34,238,9.7,
81,SN2,24,75,SN2,23,67,SO2,20,X,X,X,163,8.1,
98,S3,45,55,S1,45,99,S3,45,72,SN2,37,210,11.5,
83,SN2,40,65,SO2,41,89,SN2,39,72,SN2,26,212,10.6,
83,SN2,32,88,SN2,25,86,SN2,26,X,X,X,234,10.8,
105,S1 S3,45,99,S3 ,44,103,S1 S3,46,66,S1,42,200,14.8,
67,SO2,31,91,S3,33,79,SN2,24,40,X,29,217,13.3,
87,SN2,33,44,X,25,61,SO2,25,85,SN2,30,198,15.1,
61,S1,35,81,SN2,34,70,SO2,32,91,S3,33,219,9.8,
87,SN2,35,71,SO2,35,75,SO2,30,X,X,X,244,9.7,
79,SN2,36,80,SN2,31,92,S3,42,64,S1,39,223,7.1,
67,SO2,34,68,SO2,34,78,SN2,33,69,SO2,32,172,6.9,
88,SN2,33,63,SO2,30,84,SN2,29,74,SN2,24,235,13.5,
75,SO2,35,80,SN2,33,84,SN2,31,89,SN2,41,188,8.9,
84,SN2,33,71,SO2,34,91,S3,31,91,S3,30,184,9.3,
78,SO2,38,88,SN2,33,68,SO2,27,X,X,X,187,8.3,
104,S1 S3,45,50,X,33,68,SO2,26,87,SN2,35,132,5,
83,SN2,34,56,X,41,115,SN2 S3,37,75,SO2,39,221,6.1,
90,S3,36,55,X,41,81,SN2,35,63,S1,31,215,10,
69,SO2,33,82,SN2,33,99,S3,36,69,SO2,30,126,5.7,
95,S3,30,77,SN2,31,57,X,48,69,SO2,32,135,4.6,
88,SN2,32,78,SN2,31,74,SN2,30,52,X,36,211,9.8,
85,SN2,33,65,SO2,21,55,S1,33,98,S3,33,193,5.5,
84,SN2,27,79,SN2,26,85,SN2,32,84,SN2,29,141,7.5,
92,S3,31,91,S3,34,56,S1,30,61,S1,34,151,10.5,
79,SN2,32,106,S1 S3,46,78,SN2,31,80,SN2,30,153,8,
105,SN2 S3,24,65,SO2,24,75,SN2,24,91,S3,26,127,6.1,
58,S1,34,78,SN2,33,76,SN2,31,X,X,X,148,6.4,
101,S1 S3,38,98,S3,35,81,SN2,33,91,S3,28,148,6.9,
103,S1 S3,35,56,S1,33,50,X,33,65,S1,35,160,5.1,
77,SO2,33,88,SN2,34,62,S1,36,80,SN2,29,122,8.7,
61,S1,35,49,X,41,70,SO2,37,73,SO2,37,161,6.3,
79,SO2,37,72,SO2,37,78,SO2,37,104,S1 S3,42,179,8.1,
60,S1,32,88,SN2,32,81,SN2,32,45,55,35,108,5.9,
83,SN2,28,86,SN2,35,75,SO2,35,82,SN2,30,134,6.8,
72,SO2,29,83,SN2,29,75,SO2,31,86,SN2,31,203,4.2,
65,S1,30,50,X,24,92,S3,26,97,S3,30,149,3.4,
72,SO2,33,67,S1,33,104,S1 S3,33,72,SO2,28,114,3.1,
106,S3,35,75,SO2,26,68,S1,35,100,S3,26,131,4,
65,S1,35,56,X,34,54,X,35,67,S1,34,127,4.5,
X,X,X,58,X,33,52,X,30,80,SN2,28,119,5.6,
77,SO2,30,105,S3,35,92,S3,30,96,S3,31,131,3.7,
92,S3,26,83,SN2,26,70,SO2,26,96,S3,27,135,7.2,
97,S3,26,85,SN2,25,63,S1,26,X,X,X,139,8.6,
78,SN2,30,62,SO2,20,50,X,36,72,SO2,31,129,8.1,
72,SN2,27,57,S1,30,100,S1 S3,32,54,X,36,127,8.8,
54,X,36,77,SN2,33,77,SN2,26,38,48,35,132,8.8,
107,S1 S3,41,97,S3,38,88,SN2,36,79,SN2,34,143,7.9,
X,X,X,61,S1,30,76,SN2,24,X,X,X,122,6.7,
TW50,X,28,TW50,X,27,TW50,X,35,TW50,X,30,260,9.9,
115,SO2 S3,27,82,SO2,26,102,SN2,30,72,S1,28,258,5.4,
78,S1,37,69,X,40,107,SN2,36,124,SN2 S3,38,245,7,
84,SN2,20,70,X,41,90,SN2,33,70,X,35,260,8.8,
58,68,36,73,X,35,100,SN2,23,91,SN2,16,244,6.5,
89,SN2,20,69,X,41,79,S1,40,71,X,41,274,4.6,
71,X,38,90,SO2,35,74,X,52,X,X,X,288,5.4,
74,S1,40,73,S1,36,63,X,41,49,59,40,293,8,
81,SO2,36,46,56,33,41,51,35,57,X,40,219,9.6,
112,S1 S3,37,99,SN2,24,69,S1,37,X,X,X,234,11.6,
90,SN2,24,60,X,44,79,SO2,35,69,S1,33,249,8.4,
123,SN2 S3,41,73,S1,39,84,SO2,37,70,S1,35,230,11.9,
83,SO2,29,62,X,39,73,S1,33,76,S1,39,243,9,
66,S1,35,78,SO2,37,90,SN2,28,45,55,33,259,9.5,
75,SO2,18,52,X,30,65,S1,29,62,X,28,260,9.8,
83,SO2,30,67,S1,30,78,SO2,18,X,X,X,247,13.9,
X,X,X,50,60,30,34,64,33,73,S1,35,241,12.5,
77,SO2,31,56,X,31,X,X,X,98,SN2,35,252,10.7,
70,S1,33,66,S1,30,85,SN2,29,83,SO2,25,226,10.4,
80,SO2,33,71,S1,30,88,SN2,24,X,X,X,231,11.9,
X,X,X,89,SN2,30,84,SO2,30,81,SO2,30,245,11,
X,X,X,77,SO2,33,66,S1,35,61,X,34,249,11.4,
64,X,42,91,SN2,33,61,X,26,86,SN2,24,229,10.7,
66,S1,37,86,SN2,34,85,SN2,30,80,SN2,29,245,13.9,
X,X,X,X,X,X,81,SN2,22,56,X,30,263,13,
X,X,X,87,SN2,24,77,SO2,27,102,SN2,27,252,12.3,
93,SO2,35,66,X,40,97,SO2,35,58,68,35,220,12.4,
81,SO2,35,64,X,40,64,X,45,74,S1,39,244,14.7,
98,SN2,34,75,S1,35,68,S1,33,95,SN2,25,250,10,
86,SO2,33,59,X,34,X,X,X,117,S1 S3,37,252,9.9,
85,SO2,26,65,X,40,73,S1,35,71,S1,33,288,12.2,
81,SO2,28,90,SO2,31,84,SO2,31,59,X,35,226,12.9,
63,X,30,36,66,28,36,66,26,92,SO2,35,229,12.8,
83,S1,40,72,X,55,91,SO2,35,X,X,X,239,18.3,
63,X,30,61,X,24,68,S1,30,X,X,X,252,14.2,
X,X,X,61,X,30,74,S1,31,X,X,X,218,13.3,
93,SO2,36,117,S1 S3,40,87,SO2,34,97,SN2,32,267,12.1,
104,S3,29,91,SN2,30,105,S3,29,82,SO2,28,227,13.1,
75,SO2,29,86,SO2,31,56,X,35,115,S1 S3,35,231,12.3,
73,SO2,31,74,SO2,30,95,SN2,34,76,SO2,32,290,10.9,
73,SO2,30,55,X,36,44,54,35,53,X,36,217,11.1,
88,SN2,20,86,SN2,23,78,SO2,26,91,SN2,28,259,11.6,
86,SN2,27,51,X,31,70,S1,24,80,SN2,18,202,10.8,
77,S1,35,70,X,35,66,X,41,72,S1,32,276,11.3,
70,X,37,64,74,34,67,X,40,72,X,39,258,11.8,
X,X,X,122,S1 S3,31,57,X,30,64,X,33,259,12.7,
86,SO2,35,79,SO2,38,74,S1,30,78,SO2,28,238,14.7,
91,SN2,30,79,SO2,34,57,X,38,115,S1 S3,34,234,11.8,
X,X,X,67,S1,34,51,61,35,84,SO2,36,269,13.4,
48,58,38,78,SO2,34,47,57,30,76,SO2,26,251,14.2,
70,SO2,23,56,X,30,123,SO2 S3,30,91,SN2,26,233,13.3,
89,SN2,34,57,X,36,60,X,41,63,X,40,228,14.5,
54,X,30,76,SO2,34,59,X,25,74,SO2,22,226,14.4,
78,SO2,34,96,SN2,34,60,X,44,87,SN2,26,251,16,
76,SO2,25,64,S1,37,46,56,25,78,SO2,22,242,12.3,
93,SN2,34,54,X,36,90,SN2,28,X,X,X,234,14.9,
75,SO2,26,51,X,31,84,SN2,25,104,S3,25,233,13.4,
56,X,35,84,SN2,29,79,SN2,23,80,SN2,18,202,13.3,
107,S3,37,72,SO2,26,84,SN2,25,104,S3,27,227,12.5,
X,X,X,93,SN2,30,92,SN2,27,87,SN2,18,272,13,
83,SO2,60,114,S1 S3,36,77,SO2,20,103,S3,16,242,12.4,
75,S1,36,90,SO2,40,60,X,35,108,S3,34,207,12.2,
80,SO2,22,90,SO2,31,66,X,34,111,S3,22,237,13.5,
71,S1,39,111,S3,40,62,X,40,96,SN2,35,243,15.6,
120,SN2 S3,41,74,S1,36,70,S1,35,55,X,37,230,15.7,
62,X,42,68,X,47,55,65,43,73,S1,40,195,13.1,
60,X,33,95,SN2,35,80,SN2,24,64,S1,33,225,14.6,
65,S1,42,58,X,38,95,SN2,36,71,SO2,34,207,13.2,
98,SN2,45,89,SO2,45,73,S1,47,98,SN2,40,252,11.6,
84,SN2,36,101,S3,40,90,SN2,33,71,SO2,33,184,13.9,
56,X,38,59,X,43,92,SN2,41,48,X,41,248,11.8,
68,S1,42,86,SO2,41,75,SO2,41,59,X,51,290,11.8,
91,SN2,36,89,SN2,35,108,SO2 S3,50,88,SN2,37,191,13.6,
X,X,X,X,X,X,92,SN2,38,68,S1,46,165,16.3,
77,SN2,33,65,SO2,33,69,SO2,40,84,SN2,40,148,13.8,
64,SO2,35,71,SN2,36,110,SN2 S3,41,78,SN2,34,194,13.4,
86,SN2,36,85,SN2,41,94,S3,38,86,SN2,38,182,12.6,
128,SN2X2 S3 X,42,75,SN2,44,88,S3,45,99,S1 S3,37,143,12.4,
93,S3,41,73,SO2,40,80,SN2,41,73,SO2,40,226,10.4,
51,S1,38,79,SN2,36,75,SN2,35,96,S3,33,175,17.1,
76,SN2,34,56,S1,42,65,SO2,36,69,SO2,35,208,15.1,
92,S3,37,78,SN2,36,76,SN2,37,84,SN2,36,209,11.4,
96,S3,36,86,SN2,34,55,S1,33,55,S1,31,212,12.9,
72,SN2,35,81,SN2,35,63,SO2,35,81,SN2,48,204,16.6,
86,SN2,32,66,SO2,32,79,SN2,34,53,S1,39,204,20.2,
64,SO2,30,54,S1,33,73,SN2,35,69,SO2,36,200,16.56,
78,SN2,37,73,SN2,38,66,SO2,39,74,SN2,41,188,11.7,
107,SN2 S3,34,61,SO2,38,79,SN2,35,114,SO2 SN2 S3,42,199,15.3,
91,S3,38,111,SO2 SN2 S3,38,96,S3,34,74,SN2,34,174,15.2,
68,SO2,32,79,SN2,32,62,SO2,30,85,SN2,42,169,17.9,
77,SN2,33,62,SO2,32,78,SN2,33,90,S3,40,221,16.9,
72,SN2,37,96,S3,42,75,SN2,35,62,SO2,33,219,17.6,
84,SN2,36,99,S3,36,114,SO2 SN2 S3,40,91,S3,36,220,14.1,
X,X,X,61,SO2,31,76,SN2,34,100,S1 S3,42,219,14,
78,SN2,32,53,S1,32,83,SN2,30,59,SO2,26,184,15,
82,SN2,30,49,S1,35,72,SN2,35,90,S3,39,167,12.5,
53,S1,32,65,SO2,30,59,SO2,21,63,SO2,26,210,9.9,
58,SO2,31,70,SN2,30,82,SN2,34,77,SN2,35,242,16.6,
75,SN2,37,78,SN2,32,57,SO2,33,93,S3,35,196,17.9,
75,SN2,36,90,S3,35,63,SO2,36,68,SO2,34,213,14.3,
64,SO2,24,121,SN2X2 S3 X,30,58,SO2,26,84,SN2,30,162,14.7,
42,X,38,73,SN2,40,85,SN2,42,116,SN2X2 S3,43,217,12,
92,S3,39,94,S3,40,92,S3,42,113,SN2X2 S3,42,161,17.5,
67,SO2,41,83,SN2,42,71,SO2,40,59,SO2,40,233,17.6,
70,SN2,47,80,SN2,46,95,S3,45,103,SO2 S3,43,183,19.7,
91,S3,40,75,SN2,38,87,S3,37,64,SO2,37,180,14.8,
104,SN2 S3,38,69,SN2,36,57,SO2,38,91,S3,35,199,13.5,
60,SO2,34,77,SN2,35,100,SO2 S3,36,71,SN2,37,184,15.1,
62,SO2,42,67,SO2,41,82,SN2 ,40,106,SN2 S3,44,154,15.6,
75,SN2,42,85,S3,43,96,S3,40,79,SN2,39,138,17.5,
102,SN2 S3,41,62,SO2,40,65,SO2,35,85,S3,36,146,14.7,
88,S3,42,93,S3,41,76,SN2,40,83,SN2,37,157,14.3,
97,S1 S3,43,64,SO2,43,88,S3,41,63,SO2,40,153,15.1,
106,SN2 S3,40,96,SO2S3,39,86,S3,40,98,SO2 S3,38,158,16,
X,X,X,85,S3,37,94,S3,36,76,SN2,35,195,10.7,
77,SN2,36,86,S3,37,102,SN2 S3,43,55,SO2,40,156,14.7,
98,SN2 S3,35,63,SN2,36,110,SN2X2 S3,43,X,X,X,219,15.9,
72,SN2,38,60,S1 X,34,90,S3,37,80,SN2,36,181,16.8,
X,X,X,85,S3,41,66,SN2,37,71,SN2,40,200,15.9,
95,SO2 S3,42,64,SO2,40,52,SO2,41,74,SN2,41,180,14.5,
X,X,X,86,S3,40,68,SN2,43,88,S3,40,195,18.1,
85,S3,34,62,SO2,34,95,SO2 S3,34,X,X,X,172,19.3,
53,SO2,40,98,SO2 S3,42,70,SN2,41,86,S3,38,151,16.7,
68,SN2,32,100,SN2 S3,32,99,SN2 S3,35,69,SN2,33,243,17.8,
57,SO2,34,79,SN2,32,86,S3,30,85,S3,30,188,14.2,
73,SN2,40,51,SO2,34,72,SN2,35,97,SO2 S3,41,195,11.8,
102,SN2 S3,43,93,S3,42,64,SO2,36,50,SO2,24,166,11.2,
84,SN2,33,70,SN2,27,91,S3,36,64,SO2,37,218,9.9,
82,SN2,41,51,S1,40,64,SO2,37,52,S1,38,165,16.2,
90,S3,40,69,SO2,37,67,SO2,42,100,SN2 S3,44,189,17.8,
60,SO2,40,84,SN2,42,72,SN2,41,88,S3,40,193,17.9,
90,S3,43,81,SN2,42,91,S3,40,58,SO2,40,201,16.4,
91,S3,39,73,SN2,37,61,SO2,37,85,S3,37,241,11.6,
X,X,X,97,SO2 S3,40,60,SO2,30,73,SN2,32,57,15.7,
84,SN2,38,79,SN2,37,77,SN2,36,101,SN2 S3,38,212,13.9,
79,SN2,40,64,SO2,40,86,SN2,42,97,SO2 S3,43,162,12.3,
72,SN2,33,70,SN2,23,56,SO2,24,65,SO2,32,168,15.1,
74,SN2,36,68,SN2,30,60,SO2,34,80,SN2,35,229,9.4,
98,SO2 S3,33,67,SO2,37,82,SN2,34,63,SO2,35,172,12.6,
75,SN2,36,37,X,27,51,S1,33,89,S3,38,205,14,
X,X,X,97,SO2 S3,34,73,SN2,33,79,SN2,31,176,12,
53,S1,28,70,SN2,30,84,SN2,29,70,SN2,33,217,8.8,
X,X,X,96,S3,35,95,S3,35,X,X,X,216,13.1,
67,SO2,30,77,SN2,33,55,S1,28,82,SN2,28,248,11.5,
X,X,X,69,SO2,31,72,SO2,33,74,SO2,30,174,7.7,
56,S1,37,60,S1,38,55,S1,39,91,S3,40,146,12.9,
97,S3,30,93,S3,32,77,SO2,31,81,SN2,30,163,10.7,
96,S3,35,84,SN2,32,59,S1,33,87,SN2,34,249,8.5,
88,S3,34,60,SO2,33,50,S1,35,92,S3,35,192,8.3,
63,SO2,27,65,SO2,29,88,S3,30,76,SO2,30,190,8.7,
X,X,X,93,S3,32,77,SO2,33,83,SO2,40,225,8.4,
80,SO2,38,79,SO2,37,61,S1,36,98,SN2,36,172,10.9,
78,SN2,34,69,SO2,37,85,SN2,37,90,S3,38,215,13.3,
64,SO2,40,120,SN2X2 S3 X,44,86,SN2,41,110,SO2 SN2 S3,40,172,15.8,
91,S3,33,61,SO2,25,79,SN2,34,86,S3,32,161,19.3,
66,S02,36,71,SN2,35,63,SO2,38,44,X,37,181,11.3,
85,SN2,28,65,SO2,34,53,S1,35,94,S3,32,217,9.7,
74,SO2,35,44,X,36,74,SO2,37,X,X,X,156,13.8,
84,SN2,38,91,SN2,40,96,S3,41,104,SO2 S3,43,196,11.9,
TW50,X,40,TW50,X,40,TW50,X,31,TW50,X,30,297,2.5,
81,SN2,24,58,X,29,75,SO2,18,78,SO2,22,243,4.3,
71,S1,28,69,S1,29,74,S1,33,61,X,31,274,4.7,
77,S1,35,84,SO2,24,60,X,32,60,X,33,267,4.1,
109,S3,30,86,SO2,28,63,X,31,65,X,30,208,4.9,
75,S1,20,59,X,18,81,SO2,37,64,X,36,269,4.3,
60,X,35,76,S1,36,97,SN2,26,56,66,39,276,4.5,
96,SN2,30,73,S1,24,66,X,41,62,X,37,217,4.4,
96,SN2,30,64,X,33,35,65,30,93,SN2,24,316,4.4,
70,S1,38,79,S1,42,66,X,35,96,SN2,25,269,3.5,
106,SN2,40,91,SO2,30,74,S1,40,109,SN2,37,251,6,
X,X,X,61,X,33,115,S3,39,53,63,39,255,4.1,
64,X,33,89,SO2,40,64,X,35,117,S3,29,231,7.3,
84,SO2,29,85,SO2,30,94,SN2,28,94,SN2,28,255,6.9,
101,SN2,35,73,S1,39,58,X,28,68,S1,35,244,5.2,
79,S1,41,93,SN2,33,89,SO2,35,62,X,41,262,6.7,
85,SO2,34,66,X,42,90,SO2,33,66,X,32,227,8.1,
55,65,33,67,X,40,74,S1,41,77,S1,35,251,7.5,
64,X,33,77,S1,38,X,X,X,X,X,X,218,6.4,
76,S1,33,64,X,44,X,X,X,103,SN2,33,280,7,
66,X,39,85,SO2,35,58,X,33,86,SO2,20,233,6,
88,SO2,37,80,SO2,35,59,X,33,73,S1,36,256,7.1,
63,X,38,68,X,45,101,SN2,32,51,61,31,249,7.7,
77,SO2,25,62,X,40,103,SN2,32,83,SO2,35,281,5.2,
X,X,X,75,SO2,30,95,SN2,33,63,X,37,295,4.3,
90,SO2,30,79,SO2,26,100,SN2,24,56,66,21,289,5,
61,X,28,81,SO2,19,61,X,29,77,S1,29,281,6.1,
X,X,X,70,S1,35,87,SO2,26,119,S3,20,293,5.2,
85,SO2,30,69,X,37,70,S1,31,119,S3,31,276,7.1,
X,X,X,80,SO2,21,51,61,33,83,SO2,23,274,7.7,
72,X,40,54,64,43,78,S1,37,115,SN2,33,262,7.3,
75,X,40,78,S1,40,71,X,46,93,SO2,35,266,6.9,
97,SN2,30,87,SO2,31,95,SN2,27,97,SN2,31,270,7,
59,69,36,77,S1,36,74,X,40,57,67,35,260,7.6,
63,73,43,70,X,43,75,X,46,62,72,40,271,7.5,
82,S1,43,76,S1,23,81,S1,38,64,74,42,238,8.1,
79,S1,34,55,65,35,74,X,38,34,64,33,250,6.9,
75,S1,31,54,64,32,55,65,28,100,SN2,34,236,9.5,
93,SO2,33,82,SO2,28,109,SN2,34,106,SN2,31,274,8.7,
115,SN2,35,86,SO2,36,103,SN2,22,98,SO2,35,232,8.2,
100,SO2,41,51,71,41,82,S1,41,63,73,46,245,5.9,
114,SN2,36,64,74,44,63,73,44,67,77,43,205,5,
104,SO2,36,72,X,38,78,S1,35,74,X,49,232,6.2,
78,S1,39,82,S1,41,86,S1,41,80,S1,43,237,8.4,
71,X,45,76,S1,37,60,70,44,73,X,48,249,6.3,
55,65,40,63,X,46,83,SO2,33,71,S1,41,207,6.8,
74,S1,41,55,65,39,84,SO2,36,107,S3,35,232,7.3,
99,SN2,39,67,X,41,91,SN2,46,60,X,44,214,6.6,
73,S1,36,121,SO2 S3,34,109,S3,43,91,SN2,26,220,7.6,
91,SN2,26,78,SO2,35,67,S1,36,74,S1,44,195,7.1,
74,SO2,30,78,SO2,31,72,SO2,29,91,SN2,29,221,5.5,
38,58,30,50,60,30,34,64,29,99,SN2,35,207,4.7,
70,S1,31,81,SO2,32,95,SN2,31,72,SO2,20,216,5.7,
88,SN2,20,78,SO2,30,81,SO2,35,92,SN2,31,140,6.6,
102,SN2,41,114,S3,30,86,SO2,33,57,67,41,210,3,
72,S1,36,88,SO2,35,63,X,42,88,SO2,33,171,3.9,
101,SN2,34,70,S1,36,85,SO2,35,59,X,34,193,4.9,
73,S1,35,69,S1,33,84,SO2,40,X,X,X,168,5.5,
X,X,X,69,S1,37,67,S1,36,86,SO2,36,207,7,
85,SO2,34,67,S1,33,82,SO2,31,X,X,X,206,7.5,
79,SO2,35,65,S1,37,69,S1,36,72,S1,40,174,"4,4",
87,SO2,37,99,SN2,39,78,SO2,25,74,S1,30,225,6.2,
100,SN2,30,58,S1,33,X,X,X,67,S1,35,170,6.5,
X,X,X,61,S1,31,52,X,33,56,X,31,215,6.9,
66,S1,33,91,SN2,34,84,SO2,33,68,S1,31,221,7.9,
65,S1,32,64,S1,32,62,S1,31,83,SO2,30,224,7.4,
78,SO2,35,74,S1,30,87,SO2,39,82,SO2,34,210,5.6,
90,SN2,30,50,X,31,54,X,32,87,SO2,34,209,6.8,
59,S1,32,71,SO2,17,98,SN2,24,77,SO2,28,210,5.4,
X,X,X,91,SN2,28,68,S1,27,90,SN2,29,214,3.3,
82,SO2,31,88,SO2,33,80,SO2,34,100,SN2,36,182,3.4,
69,S1,27,82,SO2,30,97,SN2,30,96,SN2,27,227,4,
111,S3,30,80,SO2,30,118,SO2 S3,33,57,S1,20,210,5.7,
87,SO2,27,116,S3,33,44,54,34,89,SO2,29,230,6.8,
82,SO2,32,90,SN2,30,69,S1,30,69,S1,27,225,7.6,
65,X,33,74,S1,34,60,X,36,76,S1,34,218,7.4,
106,SN2,30,101,SN2,27,73,S1,28,97,SN2,29,219,6.2,
57,X,35,108,SN2,33,73,S1,36,71,S1,34,232,7.6,
X,X,X,75,S1,28,111,S3,30,81,S1,31,230,8.1,
105,SN2,31,75,S1,32,78,S1,33,78,S1,34,243,8.2,
71,S1,35,61,X,36,59,X,35,67,S1,34,216,8.6,
95,SO2,32,90,SO2,33,87,SO2,30,90,SO2,31,200,6.6,
83,S1,35,58,68,33,77,S1,37,59,69,41,238,6.6,
85,S1,31,70,X,38,69,X,39,62,X,40,230,8.9,
X,X,X,81,S1,41,84,S1,36,66,X,38,231,4.9,
73,S1,32,72,S1,33,58,X,35,98,SN2,31,223,6.9,
119,S3,37,83,S1,38,39,69,35,80,S1,36,250,4.5,
91,SO2,33,63,X,30,61,X,31,75,S1,33,284,4.6,
67,X,23,95,SO2,16,59,X,20,68,X,32,322,7.2,
