weight4,setup4,speed4,weight3,setup3,speed3,weight2,setup2,speed2,weight1,setup1,speed1,wind_dir,wind_speed,
X,X,X,62,S1,28,52,X,28,71,SO2,20,234,11.5,
76,S1,30,72,S1,36,49,59,30,85,SO2,30,245,9,
79,SO2,22,53,X,32,56,X,29,X,X,X,208,9.4,
81,SO2,23,109,S1S3,25,77,SO2,20,X,X,X,124,8.9,
X,X,X,65,X,47,72,S1,39,X,X,X,243,11.9,
89,SO2,27,81,SO2,36,70,S1,41,86,SO2,36,205,17.3,
64,S1,38,36,56,37,53,X,31,80,SO2,39,160,10.4,
95,SN2,33,59,S1,26,57,X,37,126,S1SN2S3,28,230,17.5,
79,SO2,36,74,SO2,35,82,SO2,36,41,51,31,185,12.7,
107,S1S3,37,49,X,33,31,51,24,82,SO2,39,240,7.6,
77,SO2,22,47,X,30,97,SN2,27,74,SO2,26,152,8.4,
53,X,33,79,SO2,32,X,X,X,93,SN2,39,136,10.8,
92,SN2,26,50,X,36,61,S1,26,80,SO2,22,214,5,
63,S1,34,89,SO2,32,104,S1S3,32,67,S1,36,250,11,
105,S1S3,26,105,S1S3,26,61,S1,16,61,S1,20,212,7.8,
X,X,X,66,S1,32,76,SO2,24,X,X,X,236,12.1,
86,SO2,31,53,X,38,55,X,38,85,SO2,31,199,14,
127,S1SN2S3,,77,SO2,,73,S1,,101,S1S3,DNA,233,19.2,
72,SO2,24,57,S1,35,49,X,35,63,S1,37,217,20.9,
47,57,40,41,51,25,51,X,34,80,SO2,36,217,15.9,
78,SO2,36,91,SN2,36,93,SN2,36,84,SO2,36,219,15.1,
69,S1,42,68,S1,37,48,58,28,106,S1S3,27,224,18,
88,SO2,51,107,S1S3,50,71,S1,49,95,SN2,46,248,14.4,
108,SO2S3,40,56,X,36,105,SO2S3,36,87,SO2,36,160,15.5,
40,50,28,82,SO2,32,39,49,28,98,S3,35,217,13.4,
60,S1,45,50,S1,38,60,S1,45,79,SO2,45,220,20.2,
82,SN2,36,63,SO2,28,55,S1,36,49,S1,32,175,18.7,
95,S3,36,73,SO2,35,42,X,32,114,SN2X2S3,37,208,16.5,
79,SO2,43,62,S1,40,82,SN2,32,X,X,X,217,17.3,
X,X,X,75,SO2,37,55,S1,34,84,SN2,34,217,17.2,
116,SN2X2S3,43,78,SO2,47,65,S1,43,56,S1,,236,19.1,
66,S1,38,82,SN2,34,X,X,X,56,S1,38,236,13.4,
56,S1,39,105,S1S3,41,66,S1,33,85,SN2,35,208,19.7,
119,SN2X2S3,46,75,SO2,43,78,SO2,46,91,SN2,43,168,20.1,
X,X,X,51,X,39,56,S1,36,90,SN2,40,226,19.6,
63,S1,42,80,SO2,38,68,S1,36,87,SN2,28,222,16.6,
79,SO2,39,62,S1,36,34,54,36,62,S1,36,224,18.9,
77,SO2,30,51,X,38,73,SO2,30,83,SN2,38,214,13.2,
93,SN2,30,54,X,30,90,SN2,36,111,SN2X2S3,26,216,15.4,
95,SN2,38,90,SN2,43,90,SN2,36,78,SO2,34,208,18.8,
55,X,44,54,X,40,94,SN2,43,67,S1,38,208,17.1,
65,S1,32,80,SO2,33,77,SO2,37,84,SO2,27,251,18,
70,S1,40,70,S1,42,78,SO2,44,81,SO2,36,235,12.8,
62,S1,26,69,S1,30,80,SO2,28,123,SN2X2 S3,31,234,18.8,
85,SO2,35,70,S1,30,104,SN2,30,88,SO2,30,230,20.1,
105,SN2,40,103,SN2,42,77,S1,44,90,SO2,42,265,14.5,
87,SO2,35,114,S3,38,81,S1,37,78,S1,36,209,15.6,
85,SO2,33,66,S1,32,75,S1,34,84,SO2,36,222,17.8,
72,S1,30,37,67,32,42,62,31,67,S1,28,179,13.1,
60,S1,27,39,59,28,47,57,26,94,SN2,20,249,11.1,
98,SN2,38,59,X,36,59,X,37,50,X,40,238,13.9,
69,S1,30,57,X,31,36,66,28,75,S1,27,219,14.2,
42,62,29,78,S1,30,38,58,33,88,SO2,32,195,3.3,
67,S1,31,89,SO2,29,83,SO2,30,51,X,31,238,8,
X,X,X,40,60,37,50,X,36,108,SN2,37,254,17.8,
98,SN2,41,68,S1,43,86,SO2,44,69,S1,40,214,13.3,
81,SO2,34,119,SN2X2S3,36,69,S1,42,66,S1,37,155,25.5,
77,SO2,37,80,SO2,38,68,S1,42,73,S1,40,202,14.1,
68,S1,35,56,S1,33,66,S1,34,100,SN2,36,42,12.6,
99,SN2,36,70,S1,43,91,SO2,34,X,X,X,193,11.5,
86,SO2,20,56,S1,16,59,S1,15,83,SO2,22,205,15.5,
96,SN2,30,93,SN2,32,72,S1,33,X,X,X,215,19.5,
55,X,42,88,SO2,42,99,SN2,43,87,SO2,45,258,17.1,
93,SO2,40,68,S1,39,62,S1,40,105,SN2,34,222,20.8,
67,S1,37,81,SO2,39,84,SO2,37,88,SO2,38,222,18.8,
59,S1,36,74,SO2,38,58,S1,38,76,SO2,37,220,17.4,
94,SN2,33,81,SO2,33,100,SN2,31,X,X,X,211,18.9,
X,X,X,90,SN2,32,57,S1,28,93,SN2,30,221,20,
93,SN2,39,93,SN2,36,80,SO2,34,100,S3,36,196,21.1,
68,S1,34,92,SN2,32,81,SO2,33,57,S1,34,223,18.3,
70,S1,34,67,S1,40,81,SO2,38,64,S1,37,218,10.5,
101,SN2,40,82,SO2,42,55,S1,41,102,SN2,39,228,13,
65,S1,44,58,S1,45,69,S1,49,99,SN2,43,229,14.2,
83,SO2,40,85,SO2,40,129,SN2X2 S3,44,X,X,X,217,"14,9",
98,S3,34,63,S1,32,95,S3,33,65,S1,35,221,13.6,
95,S3,34,111,SO2 SN2 S3,33,57,S1,35,66,SO2,38,268,10.2,
X,X,X,51,S1,35,56,S1,37,109,SN2 S3,44,210,12.3,
61,S1,42,62,S1,38,54,S1,34,X,X,X,198,111.8,
X,X,X,81,SN2,42,94,S3,39,78,SN2,39,193,14.9,
108,S1 SN2 S3,48,75,SN2,40,66,SO2,41,104,SN2 S3,43,208,13.9,
81,SN2,42,93,S3,40,78,SN2,43,93,S3,46,219,11.8,
85,SN2,42,35,45,38,36,46,38,50,S1,38,198,11.4,
109,SN2X2 S3,42,36,X,36,88,S3,40,X,X,X,183,14.8,
57,S1,43,69,SO2,45,95,S3,42,X,X,X,137,15.7,
98,S3 SO2,36,65,SO2,34,34,X,35,79,SN2,39,153,16.3,
56,SO2,32,74,SN2,30,31,X,17,39,X,34,189,16.2,
44,X,29,63,SO2,28,45,X,26,33,43,25,219,16.6,
89,S3,36,60,SO2,34,106,SO2 SN2 S3,47,X,X,X,222,14.7,
64,S1,37,72,SO2,37,85,SN2,35,X,X,X,188,13.9,
68,SO2,40,73,SO2,42,81,SN2,39,83,SN2,37,199,11.8,
79,SN2,44,69,SO2,42,55,S1,43,76,SN2,43,211,16.3,
53,S1,36,100,SN2 S3,37,62,SO2,38,X,X,X,164,18.1,
109,SN2X2 S3,45,61,SO2,40,69,SO2,41,70,SO2,38,189,19.6,
57,SO2,36,66,SO2,35,58,SO2,36,94,S3,39,213,17.7,
X,X,X,84,SN2,33,55,SO2,34,96,S1 S3,46,181,17.8,
111,SN2 X2 S3,35,81,S3,33,86,S3,32,75,SN2,32,238,13,
X,X,X,77,SN2,28,36,X,32,47,S1,30,207,20.3,
54,S1,35,68,SO2,33,48,S1,35,64,SO2,34,290,16.6,
70,SO2,34,66,SO2,35,70,SO2,36,78,SN2,35,238,13.8,
87,S3,34,62,SO2,32,73,SN2,31,87,S3,30,207,14.5,
75,SO2,33,65,S1,34,71,SO2,36,81,SN2,31,218,15.1,
84,SN2,34,62,SO2,34,68,SO2,36,76,SN2,37,212,20.4,
X,X,X,68,SO2,32,64,SO2,30,71,SO2,34,218,17.9,
70,SO2,36,41,X,38,91,S3,37,X,X,X,213,12.7,
100,SN2,45,68,S1,45,83,SO2,45,X,X,X,212,12.9,
74,SO2,32,97,S3,32,92,SN2,32,X,X,X,178,15,
72,SO2,34,65,SO2,31,70,SO2,32,70,SO2,34,205,16.6,
94,SN2,32,67,SO2,36,90,SN2,35,97,S3,31,202,19,
92,SN2,33,88,SN2,33,46,X,32,51,X,33,208,18.3,
90,SN2,35,64,SO2,32,60,SO2,31,76,SO2,37,226,14.5,
74,SO2,39,X,X,X,X,X,X,X,X,X,219,16.3,
75,SN2,31,76,SN2,33,69,SO2,34,115,SN2 X2 S3,36,160,12.2,
63,SO2,37,57,S1,38,116,SN2X2 S3,42,106,SN2X2 S3,40,194,16.6,
67,SO2,40,42,X,37,53,S1,36,82,SN2,38,194,14.1,
X,X,X,88,SN2,29,48,S1,33,64,SO2,37,175,11.2,
62,SO2,37,88,SN2,36,77,SO2,37,72,SO2,39,195,14.5,
65,SO2,33,67,SO2,35,75,SO2,35,78,SO2,42,171,15.1,
79,SN2,42,41,X,41,46,S1,40,54,S1,43,213,15.1,
X,X,X,88,S3,40,63,SO2,38,76,SN2,38,189,16.5,
X,X,X,72,SO2,34,66,SO2,37,96,S3,38,176,13.8,
66,SO2,34,53,S1,40,32,X,25,104,SN2 S3,38,196,9.6,
88,S3,28,56,SO2,35,85,S3,33,79,SO2,36,210,13.3,
74,SO2,33,79,SO2,35,105,SN2 S3,36,X,X,X,209,12.9,
66,SO2,32,68,SO2,35,98,S3,43,X,X,X,147,13.8,
87,S3,35,53,S1,32,74,SO2,35,78,SN2,27,98,13.4,
71,SO2,35,78,SN2,30,63,SO2,28,81,SN2,30,210,11.4,
X,X,X,64,SO2,30,76,SO2,35,76,SO2,39,148,9.5,
85,S3,33,59,S1,44,53,S1,33,54,S1,40,189,9.8,
86,S3,29,115,SN2X2S3,39,96,SO2 S3,32,64,SO2,24,212,14.9,
54,S1,35,87,S3,30,67,SO2,30,81,SN2,27,247,11.7,
79,SN2,33,90,S1 S3,30,85,S3,32,61,SO2,31,228,15.4,
97,SO2 S3,34,37,X,33,102,SN2 S3,35,80,SN2,36,160,11.8,
63,SO2,36,87,SN2,37,71,SO2,38,61,SO2,37,188,8.8,
86,SN2,36,77,SN2,36,89,SN2,37,57,S1,34,228,12.4,
67,SO2,28,81,SN2,36,109,SN2X2 S3,38,75,SN2,27,206,14.6,
68,SO2,40,32,42,36,105,SO2 SN2 S3,34,X,X,X,222,9.9,
100,SO2 S3,39,42,X,33,70,SO2,36,X,X,X,212,10.3,
97,SO2 S3,37,72,SO2,37,49,X,41,77,SN2,43,199,12,
62,SO2,36,42,X,38,65,SO2,35,88,S3,33,157,11.3,
57,S1,40,40,X,37,78,SN2,41,106,SN2X2 S3,39,219,12.1,
91,S3,34,38,X,34,63,SO2,35,73,SN2,37,178,10.3,
X,X,X,X,X,X,69,SO2,30,60,S1,36,209,11.8,
89,SN2,36,65,SO2,36,66,SO2,35,71,SO2,35,157,11.4,
90,SN2,42,69,SO2,40,84,SN2,41,83,SN2,43,231,11.9,
108,SN2X2 S3,35,53,S1,36,66,SO2,33,69,SO2,30,141,10.1,
56,S1,38,89,SN2,36,64,SO2,32,62,SO2,30,229,11.6,
103,SN2 S3,33,62,S1,34,X,X,X,X,X,X,221,12.8,
58,S1,30,89,SN2,37,95,S3,38,X,X,X,219,9.8,
33,43,37,69,S1,40,83,SN2,41,85,SN2,42,186,12.9,
88,SN2,43,83,SN2,42,84,SN2,40,52,S1,38,169,12.8,
112,SN2X2 S3,42,103,SN2 S3,39,68,SO2,37,49,S1,36,193,10.7,
88,SN2,35,78,SO2,43,79,SO2,40,X,X,X,180,12.2,
TW50,X,44,TW50,X,37,TW50,X,38,TW50,X,44,,10.9,
101,SO2 S3,33,76,SO2,32,53,S1,33,58,S1,32,,10.1,
54,S1,32,75,SO2,35,50,S1,28,90,SN2,39,,9,
68,SO2,32,58,S1,38,34,44,32,99,S3,39,,11.9,
90,SN2,35,42,X,30,67,SO2,30,82,SN2,39,,9.8,
40,X,21,56,S1,20,70,SO2,36,75,SO2,36,,9.6,
70,SO2,40,46,X,32,50,S1,25,86,SN2,35,,8.4,
62,S1,38,84,SN2,38,51,S1,32,45,X,38,,9.8,
91,SN2,32,77,SO2,36,59,S1,36,60,S1,34,,11.4,
89,SN2,42,67,SO2,35,70,SO2,40,87,SN2,40,,13,
87,SN2,30,45,X,30,57,S1,30,94,S3,39,,11.8,
88,SN2,38,75,SO2,38,85,SN2,34,56,S1,38,,9.8,
66,SO2,26,94,S3,34,83,SN2,27,75,SO2,35,,10.4,
39,49,40,71,SO2,39,83,SN2,32,36,46,36,,7.4,
87,SN2,30,62,S1,32,90,S3,33,74,SO2,30,,10.4,
95,S1 S3,30,59,S1,37,81,SN2,30,101,S1 S3,37,,10.4,
94,S3,30,97,S1 S3,39,80,SN2,30,78,SO2,32,,8.3,
38,48,34,58,S1,34,42,X,34,102,S1 S3,41,,10.4,
X,X,X,78,SO2,30,72,SO2,27,X,X,X,,7.9,
63,S1,36,66,S1,24,43,X,25,112,S1 SO2 S3,33,,9.8,
80,SN2,20,46,X,36,59,S1,37,57,S1,36,,8.4,
X,X,X,94,S3,40,57,S1,35,62,S1,40,,11.1,
102,S1 S3,36,70,SO2,34,54,S1,38,101,S1 S3,34,,10.8,
69,SO2,32,101,S1 S3,37,83,SN2,27,X,X,X,,6.4,
X,X,X,88,SN2,42,75,SO2,40,77,SO2,37,,5.4,
78,SN2,27,79,SN2,28,80,SN2,32,67,SO2,30,,8.3,
71,SO2,18,43,X,15,42,X,21,62,S1,18,,6.7,
103,S1 S3,32,71,SO2,28,62,S1,27,52,S1,20,,8.9,
61,S1,40,69,S1,40,62,S1,26,79,SO2,25,,10.3,
72,S1,41,71,S1,41,68,S1,40,74,S1,40,,10,
57,S1,30,58,S1,33,70,S1,39,89,SN2,27,,10.2,
73,S1,44,31,41,20,94,SN2,40,58,S1,20,,8.4,
X,X,X,53,S1,26,80,SO2,38,34,44,23,,8.3,
71,S1,32,96,S3,30,77,SO2,32,78,SO2,35,,11.8,
62,S1,28,90,SN2,29,53,X,30,72,S1,36,,9.2,
62,S1,32,78,SO2,33,80,SO2,31,X,X,X,,10.1,
69,S1,34,117,SN2SN2S3,36,90,SN2,27,52,S1,24,208,10.6,
78,SO2,29,72,SO2,29,76,SO2,29,92,SN2,30,200,8.3,
70,S1,37,57,X,44,42,52,27,X,X,X,238,4.4,
64,S1,36,66,S1,36,89,SO2,36,87,SO2,38,259,10.4,
103,S3,23,59,X,29,52,X,20,101,S3,23,244,8.2,
66,S1,30,60,X,30,75,S1,30,64,S1,30,258,9.1,
96,SN2,24,67,S1,37,75,S1,33,86,SO2,34,,10.9,
87,SO2,32,93,SN2,30,79,S1,27,97,S3,24,,5.4,
80,SO2,20,39,49,15,42,52,18,93,SN2,17,,9.1,
64,S1,31,68,S1,31,43,53,26,88,SO2,35,,8.7,
85,SO2,23,63,S1,22,31,51,21,X,X,X,,12.5,
54,X,24,74,S1,31,122,S2S2S3,34,45,55,24,,10.6,
58,X,23,43,53,30,60,S1,27,94,SN2,32,,10.8,
80,SO2,27,74,S1,32,84,SO2,30,48,58,27,,10,
67,S1,25,88,SO2,28,81,SO2,28,65,S1,25,,8.9,
X,X,X,X,X,X,81,SO2,36,78,S1,36,,10.5,
77,S1,33,91,SN2,36,70,S1,37,99,SN2,34,,10.3,
67,S1,31,69,S1,32,74,S1,33,77,S1,32,,12.7,
61,S1,30,86,SO2,30,76,S1,32,86,SO2,24,,10.4,
X,X,X,110,SO2S3,28,52,X,22,54,X,25,,8.8,
91,SN2,32,53,X,25,60,S1,24,73,S1,23,,8.5,
X,X,X,82,SO2,26,56,X,27,74,S1,48,,12,
87,SN2,20,40,50,20,75,S1,34,101,S3,22,,10.7,
81,SO2,28,50,X,28,100,S3,28,90,SN2,28,,10.8,
86,SO2,32,63,S1,30,87,SO2,32,66,S1,31,,10.8,
96,SN2,35,65,S1,33,61,S1,32,119,SN2S3,31,,7.1,
X,X,X,48,X,25,33,53,27,69,S1,33,,13.9,
94,SN2,32,88,SO2,24,92,SN2,32,87,SO2,34,,7.5,
X,X,X,76,S1,,62,S1,28,53,X,30,,15.4,
106,S1 S3,27,66,S1,30,82,SO2,34,76,S1,29,,7.8,
96,S3,33,78,SO2,26,66,S1,29,100,S3,31,238,13.5,
80,SO2,28,46,56,30,54,X,30,67,S1,28,165,6.6,
95,SN2,28,86,SN2,28,82,SN2,29,63,S1,28,222,13.6,
70,SO2,32,94,SN2,40,61,X,30,41,51,30,225,14.4,
X,X,X,83,SO2,30,46,56,29,93,SN2,28,218,8.9,
X,X,X,92,SN2,30,69,S1,29,58,X,26,260,15.6,
X,X,X,106,S3,30,50,X,32,56,X,29,190,7.5,
113,SN2 S3,25,65,S1,24,106,SO2 S3,23,79,SO2,27,240,11.6,
100,SN2,27,93,SN2,29,52,X,28,60,X,30,179,10.9,
53,X,30,88,SO2,31,89,SO2,30,86,SO2,18,271,9.7,
65,X,39,75,S1,36,62,X,36,80,S1,40,262,11,
X,X,X,60,X,33,46,56,32,49,59,33,236,12.8,
73,S1,37,71,S1,38,40,60,40,91,SO2,38,235,11.6,
85,SO2,36,79,S1,35,57,X,40,93,SO2,39,270,11.7,
X,X,X,X,X,X,72,S1,32,120,SN2 S3,32,241,12.8,
105,S3,33,108,S3,30,118,SO2 S3,32,97,S3,20,243,11.5,
61,X,34,79,S1,35,51,X,33,76,S1,37,243,7.6,
108,SO2 S3,28,80,SO2,12,64,X,30,11-Apr,S1 S3,11,245,8.8,V LOW LEGS L3
80,S1,42,85,S1,40,69,X,37,77,S1,37,258,11,
96,SO2,40,51,61,41,42,62,43,75,S1,39,228,14.5,
103,S3,41,43,63,40,34,74,35,100,S3,30,233,11.2,ARMS CROSSED L1
93,SO2,37,71,S1,37,39,69,37,81,S1,39,252,16.2,
76,S1,34,56,X,37,93,SO2,38,X,X,X,233,16.9,
85,SO2,37,63,X,37,56,X,40,66,X,40,238,16.8,
52,X,40,66,X,43,110,S3,38,58,X,38,203,15.1,
93,SO2,36,55,X,23,85,S1,35,X,X,X,233,14,
79,S1,33,107,S3,34,69,X,37,97,SN2,35,230,16.9,
85,S1,40,79,S1,41,50,60,,X,X,X,247,14.4,
81,S1,40,56,X,36,X,X,X,X,X,X,229,15.8,
79,S1,32,87,SO2,26,X,X,X,X,X,X,238,17.2,
89,SO2,41,81,S1,37,68,X,34,X,X,X,208,17.2,
86,S1,33,36,66,38,83,S1,33,X,X,X,233,17.6,
66,X,36,96,SO2,34,X,X,X,X,X,X,247,13.4,
112,SN2 S3,34,103,S3,38,X,X,X,X,X,X,220,15.3,
66,X,44,36,66,42,64,X,37,X,X,X,252,11.1,
94,SO2,36,83,S1,35,55,65,36,90,SO2,37,233,13.8,
79,S1,36,41,61,37,55,65,43,52,62,38,220,13.4,
57,67,43,75,S1,42,105,S3,40,73,S1,37,250,13.1,
72,S1,40,120,SN2X2 S3,43,80,S1,44,58,X,42,223,14.5,
86,SO2,35,90,SO2,34,80,S1,36,71,S1,34,234,15,
44,64,32,70,X,40,84,S1,40,X,X,X,248,14.2,
51,61,43,75,S1,42,69,X,47,X,X,X,234,14.2,
119,SN2 S3,31,96,SN2,28,111,SO2 S3,31,90,SO2,36,252,11.5,
107,SO2 S3,37,35,65,35,73,S1,36,52,62,34,214,11.4,
74,S1,42,76,S1,40,65,X,43,63,X,44,261,9.2,
65,X,38,81,S1,41,85,S1,40,75,S1,39,261,10.6,
51,61,38,88,SO2,37,64,X,36,X,X,X,273,11.2,
70,S1,35,52,62,34,87,SO2,36,X,X,X,288,9.9,
65,X,39,64,X,38,59,X,37,75,S1,39,238,10.9,
76,S1,38,54,64,37,82,S1,34,X,X,X,228,12,
79,S1,35,63,X,36,75,S1,37,74,S1,37,268,8.9,
59,X,37,59,X,36,89,SO2,34,95,SO2,38,304,5.8,
X,X,X,60,X,35,72,S1,34,63,X,35,272,6.6,
83,S1,30,36,66,32,48,58,34,54,64,28,274,6,
105,S3,35,60,X,36,73,S1,34,88,SO2,30,281,9,
79,S1,31,73,S1,30,59,X,29,62,X,29,259,9.8,
58,X,38,85,S1,33,67,X,34,88,S1,37,264,8.7,
87,S1,36,71,X,40,37,67,24,37,67,25,277,10.9,
X,X,X,76,X,37,82,X,36,87,S1,34,259,9.8,
X,X,X,59,X,POP,58,X,23,84,S1,37,268,7.8,
72,X,33,79,S1,30,66,X,27,92,SO2,26,260,8.8,
77,X,43,68,X,40,49,69,37,74,X,38,287,9.5,
59,69,37,55,75,35,88,S1,41,60,70,36,243,6.7,
76,X,41,57,67,40,78,X,43,X,X,X,234,7.1,
X,X,X,X,X,X,60,X,40,73,X,48,263,10.1,
114,SO2 S3,34,74,S1,33,80,S1,35,76,S1,32,259,9.8,
87,S1,35,90,S1,32,X,X,X,X,X,X,250,10.1,
96,SO2,29,65,X,28,63,X,28,57,67,27,219,5.9,
X,X,X,99,SO2,33,49,69,24,56,66,22,263,7.9,
97,SO2,39,71,X,43,67,X,38,58,68,37,316,7.4,
78,X,42,57,67,43,73,X,55,88,S1,40,246,8.2,
84,S1,36,65,X,36,75,X,37,78,X,39,243,6,
79,X,36,91,S1,35,74,X,33,88,S1,34,263,8.4,
56,66,29,46,66,32,80,S1,30,59,69,28,270,8.8,
91,S1,43,42,72,37,54,64,36,80,S1,44,255,8.5,
83,S1,29,88,S1,35,84,S1,35,101,SO2,28,254,7.6,
90,S1,35,89,S1,38,83,S1,37,54,64,37,217,8,
X,X,X,66,X,,62,X,,68,X,,255,7.4,
96,SO2,30,50,70,42,74,X,39,98,SO2,34,254,11.1,
67,X,44,76,X,49,97,SO2,30,X,X,X,289,7.1,
60,X,37,71,X,45,75,X,45,72,X,45,252,8.5,
67,X,43,31,61,27,73,X,43,64,X,35,280,8.9,
X,X,X,92,SO2,30,46,66,33,61,X,33,271,7.6,
70,X,36,60,X,38,63,X,35,81,S1,36,298,8.1,
53,73,34,54,74,37,52,72,39,89,S1,38,262,9.9,
52,72,36,69,X,38,60,X,36,90,S1,37,262,9.8,
X,X,X,77,X,51,32,72,40,66,X,42,248,9.1,
56,66,33,72,X,37,57,67,34,67,X,38,238,7.1,
76,S1,36,95,SO2,35,92,SO2,35,77,S1,42,255,9.3,
69,X,35,57,67,28,76,S1,37,66,X,37,247,7.9,
95,SO2,33,X,X,X,95,SO2,33,94,SO2,35,277,8.3,
75,S1,31,78,S1,30,60,X,30,103,SN2,27,268,7,
81,S1,37,104,SN2,36,63,X,37,63,X,36,246,7.4,
65,X,35,85,S1,33,53,63,36,55,65,34,279,6.6,
60,X,25,61,X,32,103,SN2,30,70,S1,26,263,6.9,
61,X,47,75,S1,43,80,S1,37,77,S1,36,290,8.5,
54,74,38,70,X,37,49,69,36,X,X,X,269,6.1,
X,X,X,106,SN2,36,58,68,40,70,X,42,248,6.4,
74,X,36,48,68,40,84,S1,43,73,X,30,274,8.8,
79,S1,39,86,S1,39,122,SO2 SN2 S3,30,117,SN2 S3,30,220,7.8,
55,65,30,112,SO2 S3,20,X,X,X,X,X,X,298,7.5,
97,SN2,17,59,X,26,63,X,30,45,65,29,243,6,
70,S1,39,47,67,35,67,X,36,83,S1,34,257,6,
64,X,35,35,75,34,45,65,33,77,S1,39,234,6.5,
117,SO2 S3,23,88,S1,30,79,S1,34,67,X,32,267,5,
51,61`,27,80,S1,34,72,X,36,X,X,X,297,5.3,
98,SO2,32,53,73,36,67,X,36,68,X,38,262,5,
62,X,32,55,65,33,64,X,35,82,S1,34,260,4.5,
57,67,32,68,X,36,47,67,35,67,X,36,313,5.7,
73,X,37,53,73,36,98,SO2,38,76,X,43,273,6.1,
X,X,X,X,X,X,58,68,34,52,72,33,271,4.9,
79,S1,33,70,X,32,73,X,33,80,S1,28,294,4.8,
X,X,X,84,S1,36,69,X,37,76,X,36,237,6.1,
TW50,X,35,TW50,X,30,TW50,X,30,TW50,X,35,70,0.9,
66,X,40,61,X,35,77,S1,30,61,X,35,19,2.1,
106,SN2,33,107,SN2,32,87,SO2,26,85,SO2,1,25,3.5,
69,S1,27,72,S1,27,86,S1,40,105,SN2,35,36,2.4,
112,SN2,33,51,61,31,105,SN2,33,55,X,36,337,1.9,
75,S1,39,103,SN2,28,73,S1,28,79,S1,32,334,3.5,
74,S1,32,70,S1,35,80,S1,32,102,SN2,25,356,3.1,
X,X,X,94,SO2,35,68,X,38,69,X,39,295,3.5,
101,SO2,37,68,X,33,75,S1,34,57,X,30,281,6.3,
60,X,36,60,X,32,57,X,36,65,X,40,261,5.8,
72,S1,30,86,SO2,30,40,60,28,57,X,28,247,5.8,
X,X,X,45,65,33,60,X,33,34,64,33,256,6.1,
X,X,X,X,X,X,54,64,39,84,S1,39,256,4.8,
X,X,X,88,S1,40,63,X,38,104,SO2,43,221,7,
91,SO2,35,76,S1,38,38,68,37,74,S1,38,284,7.3,
X,X,X,60,X,37,62,X,37,85,S1,37,244,8.2,
65,X,38,78,S1,38,60,X,40,86,S1,40,257,6.9,
X,X,X,52,62,39,58,X,36,72,S1,31,266,6.7,
115,SN2,35,44,64,33,98,SO2,38,96,SO2,31,231,5.1,
X,X,X,97,SO2,30,76,S1,30,79,S1,32,271,2.3,
X,X,X,89,SO2,28,69,X,32,92,SO2,30,277,4.8,
85,S1,34,69,X,40,97,SO2,34,75,S1,34,258,4.7,
88,S1,35,69,X,39,95,SO2,30,84,S1,35,262,7.1,
X,X,X,X,X,X,85,S1,38,55,65,25,295,6.4,
76,S1,32,42,62,32,91,SO2,30,70,X,35,56,3.9,
79,S1,31,95,SO2,31,66,X,36,68,X,38,320,2.8,
97,SO2,35,109,SN2,35,78,S1,40,92,SO2,32,257,2.3,
69,X,36,105,SN2,34,77,S1,40,89,SO2,22,302,2.6,
101,SO2,36,94,SO2,34,64,X,40,92,SO2,28,215,2.5,
66,X,40,81,S1,42,65,X,40,74,S1,42,200,1.4,
95,SO2,35,59,X,40,45,65,40,85,S1,42,133,4.6,
105,SN2,35,98,SO2,38,56,66,40,84,S1,41,79,3.6,
105,SN2,30,70,X,35,61,X,40,83,S1,41,107,4.7,
59,X,39,69,X,40,88,SO2,29,98,SO2,30,215,2.4,
80,S1,37,73,S1,36,64,X,32,63,X,32,133,3,
89,SO2,25,43,63,28,39,69,32,97,SO2,30,70,5.1,
X,X,X,86,SO2,35,72,S1,28,79,S1,32,36,3.3,
83,S1,36,84,S1,36,61,X,30,101,SO2,32,69,4.3,
46,66,4,48,68,30,92,SO2,36,71,X,37,85,4.7,
X,X,X,51,61,20,70,X,44,101,SO2,32,85,2.6,
X,X,X,88,S1,38,92,SO2,28,75,S1,30,143,0.4,
67,X,40,106,SN2,28,92,SO2,32,67,X,41,49,1.5,
X,X,X,X,X,X,68,X,38,52,62,32,33,4.3,
X,X,X,78,S1,40,81,S1,40,84,S1,43,311,3.6,
X,X,X,69,X,48,98,SO2,40,83,S1,44,327,1.5,
X,X,X,61,X,40,66,S1,32,47,67,40,197,6.4,
64,X,43,77,S1,41,111,SN2,38,54,X,30,305,2.6,
84,S1,42,67,S1,38,56,X,38,79,S1,42,309,3.9,
71,S1,45,64,X,45,88,SO2,35,85,SO2,35,159,1.4,
79,SO2,35,61,X,41,65,S1,35,90,SO2,36,160,3.2,
X,X,X,68,S1,36,49,59,36,44,64,37,231,1.9,
X,X,X,87,SO2,35,77,S1,39,101,SO2,41,158,5,
X,X,X,83,SO2,29,81,SO2,35,85,SO2,26,143,4.4,
51,X,33,67,S1,33,49,59,33,52,X,33,278,5.1,
74,S1,34,94,SO2,38,89,SO2,34,43,53,26,274,8.4,
70,S1,39,47,67,40,92,SO2,41,104,SO2,39,235,6.8,
55,X,32,64,S1,30,65,S1,26,41,61,37,269,8.9,
71,S1,35,49,69,35,57,X,35,81,SO2,22,283,7.8,
88,SO2,31,60,X,42,81,SO2,31,113,SN2,40,259,6.4,
59,X,44,68,S1,44,60,X,44,67,S1,39,176,4.9,
70,S1,43,55,X,43,66,S1,35,91,SO2,36,221,8,
